Striped Warp Reduction,41-44,3d_27pt,8,8,8,10648,WAXPBY,vanilla_version_RR Norm: 0.114762
0.01024
0.01024
0.01024
0.01024
0.009216
0.01024
0.009312
0.01024
0.01024
0.009216
