Striped Box coloring (coloringBox 3x3x3),GH200,3d_27pt,512,512,512,3609741304,CG,vanilla_version
78172.4
78141.8
78188.5
78174.2
78179.8
78140.5
78175.6
78145.2
78174.7
78156
