Striped Box coloring (coloringBox 3x3x3),GH200,3d_27pt,32,32,32,830584,MG,vanilla_version
4.90682
4.89981
4.90384
4.86045
4.84736
4.83782
4.85235
4.83376
4.8672
4.86112
