Striped Box coloring (coloringBox 3x3x3),GH200,3d_27pt,128,128,128,55742968,MG,vanilla_version
7.72787
7.67331
7.64278
7.6576
7.63398
7.58851
7.62195
7.53091
7.5641
7.58496
