Striped Box coloring (coloringBox: 3x3x3) (coop_num: 16),41-44,3d_27pt,16,16,16,97336,SymGS,vanilla_version_L2 Norm: 66.7285
0.836608
0.837632
0.831552
0.836608
0.82944
0.83056
0.832512
0.831488
0.836608
0.831488
