Striped Box coloring (coloringBox: 3x3x3) (coop_num: 32),41-44,3d_27pt,32,32,32,830584,SymGS,vanilla_version_L2 Norm: 181.038
0.848832
0.847296
0.841664
0.842976
0.849376
0.84544
0.845312
0.83872
0.841984
0.838752
