Striped Box coloring (coloringBox: 3x3x3) (coop_num: 16),41-44,3d_27pt,32,32,32,830584,SymGS,vanilla_version_L2 Norm: 181.038
0.8488
0.844224
0.842016
0.852416
0.851296
0.840032
0.842656
0.842816
0.839392
0.837536
