Striped Box coloring (coloringBox: 3x3x3) (coop_num: 32),41-44,3d_27pt,128,128,128,55742968,SymGS,vanilla_version_L2 Norm: 1547.54
13.4717
13.4681
13.4695
13.4771
13.4751
13.4806
13.4761
13.4766
13.4746
13.4731
