Striped Box coloring (coloringBox: 3x3x3) (coop_num: 8),41-44,3d_27pt,128,128,64,27725560,SymGS,vanilla_version_L2 Norm: 1069.22
4.24714
4.2447
4.25232
4.25203
4.24176
4.2465
4.248
4.24973
4.44669
4.24701
