Striped Box coloring (coloringBox: 3x3x3) (coop_num: 32),41-44,3d_27pt,128,64,64,13790200,SymGS,vanilla_version_L2 Norm: 746.219
4.4448
4.28896
4.29347
4.29674
4.2944
4.29619
4.29859
4.29965
4.30186
4.2935
