Striped Box coloring (coloringBox: 3x3x3) (coop_num: 16),41-44,3d_27pt,128,128,64,27725560,SymGS,vanilla_version_L2 Norm: 1069.23
5.08717
5.08403
5.0936
5.08762
5.08931
5.09565
5.09034
5.09318
5.08784
5.06445
