Striped Box coloring (coloringBox: 3x3x3) (coop_num: 32),41-44,3d_27pt,16,16,16,97336,SymGS,vanilla_version_L2 Norm: 66.7285
0.835584
0.827392
0.825344
0.82944
0.82944
0.825344
0.826368
0.82944
0.82432
0.82944
