Striped Box coloring (coloringBox: 3x3x3) (coop_num: 8),41-44,3d_27pt,32,32,32,830584,SymGS,vanilla_version_L2 Norm: 181.038
0.936352
0.926656
0.925024
0.928672
0.925024
0.924864
0.926688
0.932384
0.924256
0.925824
