Striped Box coloring (coloringBox: 3x3x3) (coop_num: 8),41-44,3d_27pt,64,64,64,6859000,SymGS,vanilla_version_L2 Norm: 518.228
1.34346
1.34093
1.36627
1.33971
1.35987
1.34378
1.37482
1.37763
1.3607
1.35962
