Striped Box coloring (coloringBox: 3x3x3) (coop_num: 4),41-44,3d_27pt,32,32,32,830584,SymGS,vanilla_version_L2 Norm: 181.038
0.935104
0.915136
0.916896
0.916608
0.91712
0.91456
0.91536
0.914432
0.915904
0.926176
