Striped Box coloring (coloringBox: 3x3x3) (coop_num: 8),41-44,3d_27pt,16,16,16,97336,SymGS,vanilla_version_L2 Norm: 66.7285
0.915456
0.912384
0.915456
0.909408
0.910336
0.909344
0.909312
0.908288
0.909312
0.910336
