Striped Box coloring (coloringBox: 3x3x3) (coop_num: 4),41-44,3d_27pt,128,128,64,27725560,SymGS,vanilla_version_L2 Norm: 1069.22
3.79136
3.78736
3.79667
3.78771
3.79162
3.79315
3.80554
3.8017
3.80758
3.80042
