Striped Box coloring (coloringBox: 3x3x3) (coop_num: 8),41-44,3d_27pt,128,64,64,13790200,SymGS,vanilla_version_L2 Norm: 746.194
2.40291
2.40653
2.40314
2.42266
2.40819
2.41094
2.41069
2.40262
2.41072
2.41581
