Striped Box coloring (coloringBox: 3x3x3) (coop_num: 4),41-44,3d_27pt,64,64,64,6859000,SymGS,vanilla_version_L2 Norm: 518.228
1.06691
1.06106
1.06179
1.06253
1.06774
1.06214
1.06627
1.0649
1.06202
1.06534
