Striped Box coloring (coloringBox: 3x3x3) (coop_num: 16),41-44,3d_27pt,128,128,128,55742968,SymGS,vanilla_version_L2 Norm: 1547.54
8.49789
8.5
8.49238
8.49213
8.49443
8.49168
8.49235
8.4951
8.49533
8.49664
