Striped Box coloring (coloringBox: 3x3x3) (coop_num: 16),41-44,3d_27pt,128,64,64,13790200,SymGS,vanilla_version_L2 Norm: 746.204
2.852
2.84659
2.86643
2.85978
2.86032
2.85619
2.85635
2.8505
2.87456
2.8697
