Striped Box coloring (coloringBox: 3x3x3) (coop_num: 8),41-44,3d_27pt,8,8,8,10648,SymGS,vanilla_version_L2 Norm: 37.4567
0.620544
0.621568
0.617472
0.614432
0.613408
0.611328
0.616448
0.613376
0.62464
0.613376
