Striped Box coloring (coloringBox: 3x3x3) (coop_num: 4),41-44,3d_27pt,16,16,16,97336,SymGS,vanilla_version_L2 Norm: 66.7285
0.781312
0.765952
0.77824
0.772224
0.766976
0.769024
0.77824
0.775168
0.766976
0.770048
