Striped Box coloring (coloringBox: 3x3x3) (coop_num: 8),41-44,3d_27pt,128,128,128,55742968,SymGS,vanilla_version_L2 Norm: 1547.54
7.51629
7.52333
7.4688
6.93101
6.92848
6.91722
6.9233
6.92426
6.92957
6.91766
