Striped Box coloring (coloringBox: 3x3x3) (coop_num: 16),41-44,3d_27pt,8,8,8,10648,SymGS,vanilla_version_L2 Norm: 37.4567
0.621568
0.617472
0.61952
0.619424
0.615424
0.616448
0.615424
0.61744
0.6144
0.618496
