Striped Box coloring (coloringBox: 3x3x3) (coop_num: 32),41-44,3d_27pt,256,128,128,111777784,SymGS,vanilla_version_L2 Norm: 2205
26.2568
26.2553
26.2579
26.2656
26.2621
26.263
26.2646
26.2607
26.2626
26.2585
