Striped Box coloring (coloringBox: 4x4x4) (coop_num: 4),41-44,3d_27pt,64,64,64,6859000,SymGS,vanilla_version_L2 Norm: 516.953
2.15962
2.20518
2.18307
2.21414
2.21776
2.21645
2.21667
2.18378
2.21622
2.21414
