Striped Box coloring (coloringBox: 7x7x7) (coop_num: 4),41-44,3d_27pt,32,32,32,830584,SymGS,vanilla_version_L2 Norm: 171.179
8.00838
7.89075
7.9199
7.88771
7.89293
7.87776
7.9168
7.88192
7.89136
7.87501
