Striped Box coloring (coloringBox: 3x3x3) (coop_num: 4),41-44,3d_27pt,128,64,64,13790200,SymGS,vanilla_version_L2 Norm: 746.185
2.14698
2.14598
2.14464
2.14643
2.14893
2.14688
2.14544
2.14086
2.14176
2.14704
