Striped Box coloring (coloringBox: 6x6x6) (coop_num: 4),41-44,3d_27pt,32,32,32,830584,SymGS,vanilla_version_L2 Norm: 172.191
5.60666
5.54966
5.5407
5.52288
5.532
5.51702
5.51949
5.54115
5.53485
5.5649
