Striped Box coloring (coloringBox: 8x8x8) (coop_num: 4),41-44,3d_27pt,8,8,8,10648,SymGS,vanilla_version_L2 Norm: 32.8809
9.89491
9.89187
9.89184
9.86931
9.87136
9.87242
9.89696
9.86522
9.87635
9.90208
