Striped Box coloring (coloringBox: 9x9x9) (coop_num: 4),41-44,3d_27pt,128,128,64,27725560,SymGS,vanilla_version_L2 Norm: 995.802
22.5554
22.7558
22.7923
22.8099
22.8044
22.8048
22.8049
22.8288
22.875
22.8128
