Striped Box coloring (coloringBox: 7x7x7) (coop_num: 4),41-44,3d_27pt,128,64,64,13790200,SymGS,vanilla_version_L2 Norm: 704.078
11.5414
11.6365
11.6335
11.6591
11.6172
11.606
11.6391
11.615
10.7793
10.7459
