Striped Box coloring (coloringBox: 8x8x8) (coop_num: 4),41-44,3d_27pt,16,16,16,97336,SymGS,vanilla_version_L2 Norm: 65.4538
9.72493
9.70752
9.68704
9.6983
9.69728
9.73926
9.67994
9.68909
9.72288
9.68499
