Striped Box coloring (coloringBox: 8x8x8) (coop_num: 4),41-44,3d_27pt,64,64,64,6859000,SymGS,vanilla_version_L2 Norm: 493.159
16.4616
16.4479
16.3338
15.7679
15.7699
15.7734
15.7824
15.7915
15.8102
15.7884
