Striped Box coloring (coloringBox: 6x6x6) (coop_num: 4),41-44,3d_27pt,8,8,8,10648,SymGS,vanilla_version_L2 Norm: 36.2108
4.35302
4.33664
4.32947
4.3305
4.32538
4.32947
4.35712
4.33562
4.34688
4.33347
