Striped Box coloring (coloringBox: 9x9x9) (coop_num: 4),41-44,3d_27pt,128,128,128,55742968,SymGS,vanilla_version_L2 Norm: 1436.94
22.9221
23.0286
22.9876
22.9671
23.0138
22.992
22.98
22.9742
23.0066
23.0098
