Striped Box coloring (coloringBox: 7x7x7) (coop_num: 4),41-44,3d_27pt,8,8,8,10648,SymGS,vanilla_version_L2 Norm: 32.0088
6.85363
6.8864
6.83827
6.84237
6.84134
6.85677
6.86182
6.85146
6.84022
6.87206
