Striped Box coloring (coloringBox: 9x9x9) (coop_num: 4),41-44,3d_27pt,8,8,8,10648,SymGS,vanilla_version_L2 Norm: 32.9401
13.1144
13.0959
13.0948
13.097
13.1256
13.0888
13.1
12.9034
12.6894
12.6884
