Striped Box coloring (coloringBox: 3x3x3) (coop_num: 4),41-44,3d_27pt,16,16,16,97336,SymGS,vanilla_version_L2 Norm: 66.7285
0.72192
0.711808
0.71168
0.71168
0.71168
0.712704
0.710656
0.71168
0.712704
0.712704
