Striped Box coloring (coloringBox: 9x9x9) (coop_num: 4),41-44,3d_27pt,256,128,128,111777784,SymGS,vanilla_version_L2 Norm: 2057.8
27.6805
27.506
27.51
27.7888
27.7055
27.6679
27.6491
27.638
27.6504
27.6582
