Striped Box coloring (coloringBox: 8x8x8) (coop_num: 4),41-44,3d_27pt,128,128,128,55742968,SymGS,vanilla_version_L2 Norm: 1449.82
16.4392
16.5787
16.5125
16.5893
16.5555
16.5449
16.543
16.5171
16.5069
16.5129
