Striped Box coloring (coloringBox: 5x5x5) (coop_num: 4),41-44,3d_27pt,16,16,16,97336,SymGS,vanilla_version_L2 Norm: 64.1176
2.49242
2.49549
2.4873
2.49344
2.48934
2.49242
2.4873
2.49139
2.50368
2.50067
