Striped Box coloring (coloringBox: 4x4x4) (coop_num: 4),41-44,3d_27pt,32,32,32,830584,SymGS,vanilla_version_L2 Norm: 178.057
1.94064
1.92595
1.91846
1.93034
1.92006
1.92573
1.92589
1.9439
1.92954
1.92624
