Striped Box coloring (coloringBox: 9x9x9) (coop_num: 4),41-44,3d_27pt,128,64,64,13790200,SymGS,vanilla_version_L2 Norm: 694.061
22.4057
22.4588
22.5168
22.5232
22.5566
22.502
22.5153
22.5
22.539
22.4843
