Striped Box coloring (coloringBox: 7x7x7) (coop_num: 4),41-44,3d_27pt,128,128,64,27725560,SymGS,vanilla_version_L2 Norm: 1009.95
11.0255
11.0825
11.1709
11.1454
11.1537
11.1709
11.1606
11.1546
11.1601
11.1598
