Striped Box coloring (coloringBox: 8x8x8) (coop_num: 4),41-44,3d_27pt,128,64,64,13790200,SymGS,vanilla_version_L2 Norm: 707.073
15.7397
15.7585
15.7716
15.7863
15.762
15.7981
15.8129
15.7964
15.7929
15.7963
