Striped Box coloring (coloringBox: 5x5x5) (coop_num: 4),41-44,3d_27pt,256,128,128,111777784,SymGS,vanilla_version_L2 Norm: 2140.92
15.9262
15.9341
15.9346
15.9302
15.9336
16.0933
15.9765
15.9963
15.9595
15.9557
