Striped Box coloring (coloringBox: 4x4x4) (coop_num: 4),41-44,3d_27pt,128,128,128,55742968,SymGS,vanilla_version_L2 Norm: 1514.04
7.64368
7.6512
7.66221
7.65216
7.65792
7.64608
7.66822
7.67219
7.65926
7.66458
