Striped Box coloring (coloringBox: 9x9x9) (coop_num: 4),41-44,3d_27pt,16,16,16,97336,SymGS,vanilla_version_L2 Norm: 65.5502
13.739
13.736
13.7277
13.78
13.7248
13.7124
13.7359
13.7114
13.7175
13.7421
