Striped Box coloring (coloringBox: 6x6x6) (coop_num: 4),41-44,3d_27pt,128,128,64,27725560,SymGS,vanilla_version_L2 Norm: 1029.66
7.90656
7.92822
7.96438
7.94848
7.94928
7.95168
7.55638
7.55562
7.5431
7.53645
