Striped Box coloring (coloringBox: 3x3x3) (coop_num: 4),41-44,3d_27pt,64,64,64,6859000,SymGS,vanilla_version_L2 Norm: 518.228
1.07261
1.05846
1.06093
1.06192
1.06112
1.06778
1.05926
1.06285
1.06237
1.06278
