Striped Box coloring (coloringBox: 5x5x5) (coop_num: 4),41-44,3d_27pt,32,32,32,830584,SymGS,vanilla_version_L2 Norm: 174.494
3.72534
3.70355
3.70019
3.69725
3.69363
3.72131
3.71357
3.70851
3.7153
3.70214
