Striped Box coloring (coloringBox: 6x6x6) (coop_num: 4),41-44,3d_27pt,128,128,128,55742968,SymGS,vanilla_version_L2 Norm: 1470.15
9.3575
9.37664
9.3831
9.3776
9.36768
9.3768
9.38653
9.38304
9.35994
9.40042
