Striped Box coloring (coloringBox: 4x4x4) (coop_num: 4),41-44,3d_27pt,128,128,64,27725560,SymGS,vanilla_version_L2 Norm: 1070.6
3.96915
3.95139
3.95885
3.9705
3.98045
3.96771
3.96448
3.95488
4.14224
3.96662
