Striped Box coloring (coloringBox: 6x6x6) (coop_num: 4),41-44,3d_27pt,16,16,16,97336,SymGS,vanilla_version_L2 Norm: 67.8968
4.17792
4.18714
4.16666
4.1687
4.16768
4.16461
4.17894
4.18509
4.17078
4.16461
