Striped Box coloring (coloringBox: 9x9x9) (coop_num: 4),41-44,3d_27pt,32,32,32,830584,SymGS,vanilla_version_L2 Norm: 168.687
15.2742
15.0212
15.0197
15.0192
15.0109
15.0264
15.0285
15.0176
15.0416
15.0028
