Striped Box coloring (coloringBox: 5x5x5) (coop_num: 4),41-44,3d_27pt,8,8,8,10648,SymGS,vanilla_version_L2 Norm: 35.6909
2.5385
2.5263
2.5344
2.52211
2.52314
2.52621
2.5303
2.52621
2.54259
2.54054
