Striped Box coloring (coloringBox: 4x4x4) (coop_num: 4),41-44,3d_27pt,256,128,128,111777784,SymGS,vanilla_version_L2 Norm: 2183.79
12.5688
12.5952
12.6122
12.5613
12.5858
12.583
12.7111
12.5898
12.6163
12.6348
