Striped Box coloring (coloringBox: 7x7x7) (coop_num: 4),41-44,3d_27pt,256,128,128,111777784,SymGS,vanilla_version_L2 Norm: 2084.94
18.7978
18.8014
18.8135
18.7838
19.0188
18.9008
18.8919
18.8592
18.8696
18.8602
