Striped Box coloring (coloringBox: 5x5x5) (coop_num: 4),41-44,3d_27pt,128,64,64,13790200,SymGS,vanilla_version_L2 Norm: 732.699
4.30563
4.32608
4.34778
4.32493
4.32832
4.32851
4.33786
4.54237
4.3713
4.3857
