Striped Box coloring (coloringBox: 3x3x3) (coop_num: 4),41-44,3d_27pt,32,32,32,830584,SymGS,vanilla_version_L2 Norm: 181.038
0.860416
0.841632
0.84208
0.847936
0.842944
0.841504
0.851296
0.849312
0.843296
0.849312
