Striped Box coloring (coloringBox: 7x7x7) (coop_num: 4),41-44,3d_27pt,64,64,64,6859000,SymGS,vanilla_version_L2 Norm: 487.596
10.9847
10.9865
10.9683
10.9698
11.0022
10.9857
10.9789
10.9736
10.9588
10.9749
