Striped Box coloring (coloringBox: 3x3x3) (coop_num: 4),41-44,3d_27pt,128,128,128,55742968,SymGS,vanilla_version_L2 Norm: 1547.54
6.47546
6.4783
6.47779
6.48365
6.4808
6.4793
6.49334
6.47706
6.66755
6.47293
